Alley Width,Alley Width_missing,Area,Area_missing,Bathrooms,Bathrooms_missing,Bedrooms,Bedrooms_missing,Direction_Nam,Direction_Tây,Direction_Tây Bắc,Direction_Tây Nam,Direction_Unknown,Direction_Đông,Direction_Đông Bắc,Direction_Đông Nam,District_Huyện Cần Giờ,District_Huyện Củ Chi,District_Huyện Hóc Môn,District_Huyện Nhà Bè,District_Quận 1,District_Quận 10,District_Quận 11,District_Quận 12,District_Quận 2,District_Quận 3,District_Quận 4,District_Quận 5,District_Quận 6,District_Quận 7,District_Quận 8,District_Quận 9,District_Quận Bình Thạnh,District_Quận Bình Tân,District_Quận Gò Vấp,District_Quận Phú Nhuận,District_Quận Tân Bình,District_Quận Tân Phú,District_TP. Hồ Chí Minh (Mới),Floors,Floors_missing,Length,Length_missing,Position_Unknown,Position_Đường chính,Price,"Property Type_Kho, nhà xưởng",Property Type_Khách sạn,Property Type_Nhà riêng,Property Type_Nhà trọ,Property Type_Văn phòng,Property Type_Đất,Road Type_Đường bê tông,Road Type_Đường nhựa,Road Type_Đường đá,Road Type_Đường đất,Width,Width_missing
8.0,1,118.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,1,22.0,1,False,False,13600.0,False,False,False,False,False,False,False,False,False,False,6.4,1
6.0,0,200.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,40.0,0,True,False,1500.0,False,False,False,False,False,True,False,False,True,False,5.0,0
8.0,1,70.0,0,2.0,0,2.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,False,True,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,75.3,0,2.0,1,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,22.0,1,True,False,3850.0,False,False,True,False,False,False,False,False,False,False,5.0,0
16.0,0,124.9,0,0.0,1,0.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,25.0,0,False,True,2100.0,False,False,False,False,False,True,False,True,False,False,5.0,0
8.0,1,135.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,13.7,0,False,True,17000.0,False,False,False,False,False,True,False,True,False,False,10.0,0
8.0,1,427.0,0,2.0,1,4.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,0,22.0,1,True,False,42000.0,False,False,True,False,False,False,False,False,False,False,6.4,1
8.0,1,312.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,6500.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,30.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,3100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
12.0,0,435.0,0,0.0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,35.0,0,False,True,63000.0,False,False,False,False,False,True,False,False,False,False,12.5,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,3750.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,157.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,25000.0,False,False,True,False,False,False,False,False,False,False,6.4,1
5.0,0,82.0,0,4.5,0,4.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,0,16.0,0,False,False,5750.0,False,False,True,False,False,False,False,False,False,False,5.3,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,62.0,0,False,True,70100.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2200.0,False,False,False,False,False,True,False,False,False,False,6.4,1
4.0,0,226.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.0,0,22.0,1,False,False,8890.0,False,False,False,True,False,False,False,False,False,False,8.0,0
8.0,0,52.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,22.0,1,False,True,25000.0,False,False,False,False,False,True,False,False,False,False,4.0,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,42000.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,69.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,2990.0,False,False,False,False,False,False,False,False,False,False,6.4,1
6.0,0,119.0,0,1.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,0,23.0,0,False,True,2800.0,False,False,True,False,False,False,False,False,False,False,5.0,0
8.0,1,122.2,0,0.0,1,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,False,True,590.0,False,False,False,False,False,True,False,True,False,False,5.0,0
8.0,1,525.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1,32.0,0,True,False,70100.0,False,False,False,False,False,True,False,False,False,False,20.0,0
8.0,1,54.0,0,1.0,0,1.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,False,True,2650.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,85.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,64000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,60.8,0,4.5,0,4.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,0,15.2,0,False,False,9500.0,False,False,True,False,False,False,False,True,False,False,4.0,0
8.0,1,178.2,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,40.0,0,True,False,11500.0,False,False,False,False,False,True,False,False,False,False,4.6,0
4.0,0,60.0,0,2.0,0,2.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.0,0,12.0,0,False,True,3800.0,False,False,True,False,False,False,False,True,False,False,5.0,0
8.0,1,569.0,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,36.0,0,True,False,5500.0,False,False,False,False,False,True,False,False,False,False,15.0,0
5.0,0,85.0,0,4.0,0,4.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4.0,0,17.0,0,False,False,8700.0,False,False,True,False,False,False,False,True,False,False,5.0,0
8.0,1,60.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,15.06,0,False,False,4800.0,False,False,False,False,False,True,False,True,False,False,4.0,0
6.0,0,50.4,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,12.0,0,False,True,1300.0,False,False,False,False,False,True,False,True,False,False,4.2,0
8.0,1,114.0,0,4.5,0,4.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,0,20.0,0,False,False,12800.0,False,False,False,False,False,False,False,False,False,False,6.0,0
8.0,1,125.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,12.5,0,False,True,750.0,False,False,False,False,False,True,False,False,False,False,10.0,0
8.0,1,110.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,8200.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,38.0,0,1.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0,10.0,0,False,False,4800.0,False,False,True,False,False,False,False,False,False,False,4.3,0
8.0,1,76.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,1750.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,79.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,5600.0,False,False,False,False,False,False,False,False,False,False,6.4,1
6.0,0,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,66000.0,False,False,False,False,False,True,False,False,True,False,20.0,0
8.0,1,68.8,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2300.0,False,False,False,False,False,True,False,False,False,False,4.0,0
8.0,1,95.0,0,3.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,False,True,4050.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,121.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0,0,22.0,1,False,True,17000.0,False,True,False,False,False,False,False,False,False,False,5.2,0
12.0,0,801.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,50.0,0,False,True,1880.0,False,False,False,False,False,True,False,False,True,False,16.0,0
8.0,1,313.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,40.0,0,True,False,3600.0,False,False,False,False,False,True,False,True,False,False,6.8,0
8.0,1,147.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,18.3,0,False,True,14500.0,False,False,False,False,False,True,False,False,False,False,8.0,0
8.0,1,121.0,0,2.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,32000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,85.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,43000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
21.0,0,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,50.0,0,False,True,395.0,False,False,False,False,False,True,False,True,False,False,22.5,0
8.0,1,135.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,456.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,1600.0,False,False,False,False,False,True,False,False,False,False,14.0,0
8.0,1,182.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,28.0,0,True,False,22700.0,False,False,True,False,False,False,False,False,False,False,6.5,0
8.0,1,71.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,280.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,0,100.0,0,4.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,0,19.0,0,False,True,9000.0,False,False,True,False,False,False,False,False,False,False,5.0,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,36000.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,144.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1,18.0,0,False,True,32000.0,False,False,False,False,False,True,False,False,False,False,8.0,0
8.0,1,150.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,3200.0,False,False,False,False,False,True,False,False,False,False,7.0,0
8.0,1,192.2,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2800.0,False,False,False,False,False,True,False,False,False,False,7.0,0
8.0,1,216.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1,18.0,0,False,True,40000.0,False,False,False,False,False,True,False,False,False,False,12.0,0
8.0,1,38.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,11.0,0,False,False,5800.0,False,False,True,False,False,False,False,False,False,False,3.5,0
8.0,1,84.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,1,14.0,0,False,True,12000.0,False,False,False,False,False,False,False,False,False,False,6.0,0
8.0,1,67.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,1710.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,False,True,70100.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,7500.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,102.1,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,3600.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,158.6,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,22.0,1,True,False,5500.0,False,False,True,False,False,False,False,False,False,False,6.4,1
8.0,1,62.0,0,2.0,1,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,False,True,1980.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,500.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0,0,36.0,0,True,False,38000.0,False,False,True,False,False,False,False,False,False,False,14.0,0
8.0,0,155.0,0,4.5,0,4.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,31.0,0,False,True,6200.0,False,False,True,False,False,False,False,True,False,False,5.5,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,False,True,60000.0,False,False,False,False,False,True,False,False,False,False,22.5,0
8.0,1,871.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,6000.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,143.5,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2400.0,False,False,False,False,False,True,False,True,False,False,6.4,1
8.0,1,392.0,0,0.0,1,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,1,28.0,0,False,True,30970.0,False,False,False,False,False,True,False,False,False,False,14.0,0
8.0,1,84.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,21.0,0,False,False,11700.0,False,False,False,False,False,True,False,False,False,False,4.0,0
8.0,1,64.0,0,2.0,1,4.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0,0,16.0,0,False,True,5600.0,False,False,True,False,False,False,False,False,False,False,4.0,0
8.0,1,502.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,38.0,0,True,False,70100.0,False,False,True,False,False,False,False,False,False,False,15.0,0
10.0,0,160.0,0,2.0,1,4.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0,0,18.0,0,False,False,14800.0,False,False,True,False,False,False,False,False,False,False,8.0,0
8.0,1,65.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,1,22.0,1,True,False,1560.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,176.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,False,True,5560.0,False,False,False,False,False,True,False,False,False,False,6.0,0
10.0,0,243.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,1,40.0,0,False,True,32000.0,False,False,False,False,False,True,False,True,False,False,12.8,0
8.0,1,141.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.0,1,22.0,1,False,True,6000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,111.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.12,0,False,True,4200.0,False,False,False,False,False,True,False,False,False,False,5.0,0
8.0,1,138.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.0,0,23.0,0,False,True,24000.0,False,False,False,False,False,False,False,False,False,False,6.0,0
8.0,1,308.2,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,2650.0,False,False,False,False,False,True,False,False,False,False,6.4,1
8.0,1,200.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,0,20.0,0,True,False,50000.0,False,False,True,False,False,False,False,False,False,False,10.0,0
8.0,1,76.0,0,2.0,1,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0,0,13.0,0,False,False,12800.0,False,False,True,False,False,False,False,False,False,False,6.0,0
8.0,1,47.0,0,2.0,1,1.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,23000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,403.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,34.0,0,False,True,8200.0,False,False,False,False,False,True,False,True,False,False,12.0,0
8.0,1,871.5,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,False,False,12500.0,True,False,False,False,False,False,False,False,False,False,20.0,0
8.0,1,49.0,0,4.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,0,3.5,0,False,False,5900.0,False,False,True,False,False,False,False,False,False,False,4.0,0
8.0,1,67.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,1940.0,False,False,False,True,False,False,False,False,False,False,6.4,1
8.0,1,871.5,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,62.0,0,False,True,18500.0,True,False,False,False,False,False,False,False,False,False,15.0,0
8.0,1,112.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,25.0,0,False,True,7800.0,True,False,False,False,False,False,False,False,False,False,4.5,0
8.0,1,72.0,0,3.0,0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.0,1,22.0,1,True,False,2100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,73.0,0,2.0,0,2.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0,1,22.0,1,True,False,70100.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,0,850.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,50.0,0,False,True,12500.0,False,False,False,False,False,True,False,True,False,False,16.0,0
14.0,0,228.0,0,1.0,0,2.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,32.0,0,False,True,3800.0,False,False,True,False,False,False,False,True,False,False,7.0,0
8.0,1,300.0,0,0.0,1,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,1,22.0,1,True,False,3850.0,False,False,False,False,False,True,False,False,False,False,10.0,0
8.0,1,123.0,0,2.0,0,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3.0,1,22.0,1,False,True,57000.0,False,False,False,False,False,False,False,False,False,False,6.4,1
8.0,1,85.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1,17.0,0,False,True,1200.0,True,False,False,False,False,False,False,False,False,False,5.0,0
5.0,0,200.0,0,0.0,1,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1,21.0,0,False,False,7000.0,False,False,False,False,False,True,False,False,False,False,9.4,0
12.0,0,350.0,0,2.0,1,2.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.0,1,50.0,0,False,True,23500.0,True,False,False,False,False,False,False,False,False,False,7.0,0
8.0,1,96.0,0,2.0,1,2.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,0,12.0,0,False,True,24000.0,True,False,False,False,False,False,True,False,False,False,8.0,0
